mouse_num,tumor_id,patho_est_location,patho_tumor_grade,patho_notes,requests,tumor,mouse_tumor,necropsy_file_comments,strain,virus,tyr_cre_status,gender,dob,injection_date,tumor_noticed,behavior_noticed,death_date,end_date,mri_imaging_date,age_of_tumor_onset,age_of_behavior_onset,age_at_death,tumor_locations,tumor_grade_post_h_e,notes,injected_by,mouse_num_tag,mouse_tag,age_death_cap,exclude,mouse_id,shorthand_strain_name,tyr_cre_status_confirmed,injected_with,number_of_cells_injected,vol_injected,tva_status,birth_date,domed_head_or_observable_tumor_date,behavior_date,brain_harvested,other_organs_harvested,behavior_and_necropsy_notes,fixed_tissue_still_in_ethanol,is_useful_as_a_control_or_otherwise_includes_a_large_tumor,h_e_submission_date,tissues_submitted,brain_h_e_and_ihc_notes,sheri_has_seen_h_e,proof_of_mass,full_slide_scan_of_h_e_on_external_hd,ki67_result,full_slide_scan_of_ki67_on_external_hd,p_erk_result_only_listed_if_it_was_done,full_slide_scan_of_p_erk_on_external_hd,unstained_slides_available,death_age_or_current_age_for_survival_curve,overall_survival_1_if_there_was_any_evidence_of_tumor_visible_before_necropsy_or_after_ihc_behavior_change_or_unexplained_death_0_if_not,tumor_free_survival_1_only_if_there_was_any_abnormal_mass_or_enlargement_visible_upon_necropsy_or_h_e_0_if_mouse_survived_to_150_days_and_had_no_tumor_exclude_if_death_was_early_and_no_hard_proof_of_tumor,glioma_free_survival_1_if_a_glioma_inside_brain_or_infiltrating_the_brain_verified_by_ki67_0_if_no_observable_glioma_is_present_exclude_if_h_e_wasnt_done_or_mouse_was_sacked_before_150_days_for_whatever_reason,cranial_nerve_tumor_anything_in_the_cranial_cavity_but_not_necessarily_infiltrating_or_inside_the_brain_most_likely_located_under_the_brain,intracranial_glioma_or_outside_of_brain_and_still_in_skull_combo_of_previous_2,head_tumor_outside_of_and_connected_to_skull,lymph_node_tumor_wasnt_always_looking_for_but_noticed_when_they_were_big,lower_spinal_cord_tumor_unfortunatly_didnt_start_looking_for_this_until_later,eye_tumor_where_it_was_clear_it_was_the_optical_nerve_and_or_involving_the_eye,auditory_nerve_not_connected_to_skull_like_head_tumors_but_on_head_and_connected_to_skin_sort_of,cutaneous_skin_somewhere_on_body,rib_cage,lethargic_difficulty_breathing_looked_sick,puffy_full_of_gas,paralysis_from_starting_to_drag_hind_legs_to_full_on_immobility,hydrocephalus,non_tumor_related_reason_for_death,nothing_abnormal,found_dead
26037,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-01-26,NA,NA,2021-04-01,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26037-00,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-24,2021-03-18,NA,yes,head tumor,"mouse appears normal except for large head tumor. Tumor also used for making cell line, and part of it was frozen.",head tumor,NA,2021-04-08,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,67,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26038,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-01-26,NA,NA,2021-04-13,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26038-01,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-24,NA,2021-04-13,yes,head tumor,"tiny mass on top of skull, could see some tissue is on opposite side (inside) of skull as well, fixed entire piece of skull with that possible beginning of a tumor, will need to decalify if submitting to histology",head tumor with piece of skull connected,NA,2021-04-19,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,79,1,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26039,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-01-26,NA,NA,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26039-03,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-24,NA,2021-04-02,yes,no,"losing mobility in hind legs, fully paralyzed when it was sacked",NA,NA,2021-04-08,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,71,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26040,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-01-26,NA,NA,2021-04-22,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26040-00,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-24,NA,2021-04-16,yes,no,"looks like it is getting sick, eyes not open all the way, found dead 4/22, no sign of tumor upon necropsy",NA,NA,2021-05-03,no,"no glioma observable, but you can tell it was found dead",yes,no,NA,NA,NA,NA,NA,NA,88,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
26061,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-01-26,NA,NA,2021-05-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26061-00,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,2x105,2ul,TVA+,2021-01-24,NA,2021-05-05,yes,no,"lossing mobility, everything looked normal upon necropsy",NA,NA,2021-05-12,no,"no glioma observable, but you can tell it was found dead",yes,no,NA,NA,NA,NA,NA,NA,101,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26062,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-01-26,NA,NA,2021-04-26,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26062-01,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,2x105,2ul,TVA+,2021-01-24,2021-04-23,NA,yes,no,"tumor on shoulder noticed 4/23/21, found dead, brain was sort of mush, tumors also noticed on shoulder and lower spinal cord.",NA,NA,2021-05-03,no,"no glioma observable, but you can tell it was found dead",yes,yes,NA,NA,NA,NA,NA,NA,92,1,1,0,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
26063,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-01-26,NA,NA,2021-04-26,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26063-03,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,2x105,2ul,TVA+,2021-01-24,NA,2021-04-26,yes,no,"dragging legs 4/26/21, no other sign of tumor",NA,NA,2021-05-03,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,92,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26064,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-01-26,NA,NA,2021-03-18,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26064-10,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,2x105,2ul,TVA+,2021-01-24,2021-03-10,NA,yes,head tumor,"sacked when head tumor became too large, brain looked normal, part of tumor was used for creating a cell line, and frozen, both the brain and tumor were fixed",NA,NA,2021-03-26,head tumor,"no glioma observable, tumor outside of skull looks like melanomas do according to Sheri",yes,yes,NA,NA,NA,NA,NA,NA,53,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26065,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-01-26,NA,NA,2021-04-26,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26065-30,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,2x105,2ul,TVA+,2021-01-24,2021-04-15,2021-04-26,yes,head tumor and spine tumor,"small bump noticed on top of head  on 4/15, showing more paralysis on 4/26/21, upon necropsy there was a top of head tumor which was small and only peeled off the skull with a piece of skull attached and fixed -T1. Tumor around the lower spinal cord was also minimal and used only to make a cell line - T2.",head tumor with piece of skull attached,NA,2021-05-03,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,92,1,1,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26066,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2021-01-26,NA,NA,2021-04-26,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26066-00,NF-1 Control,Tg/Tg,RCAS Cre-U6sgRNA-ex2-NF1,2x105,2ul,TVA+,2021-01-24,2021-04-26,NA,yes,no,"bulge noticed in scrotum and mouse is more emanciated than others in cage, upon necropsy it is a hernia, no sign of tumor",NA,NA,2021-05-03,no,"Sheri noticed an area of increased cellular density in the brain H&E, Ki67+, pERK-",yes,yes,yes,positive,yes,negative,yes,0,92,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
26067,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2021-01-26,NA,NA,2021-05-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26067-01,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,2x105,2ul,TVA+,2021-01-24,NA,2021-05-05,yes,neck tumors,"mouse was bloated with lots of gas built up in digestive tract, mouse was also acting less active and hunched over, there were 4 masses around the front and sides of the neck which were harvested for histology, freezing, and cell line - possibly lymph nodes given their symetry, brain has a little nub in the front of it that looked larger than normal",NA,NA,2021-05-12,neck tumor,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,101,1,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
26068,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2021-01-26,NA,NA,2021-05-14,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26068-03,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,2x105,2ul,TVA+,2021-01-24,NA,2021-05-14,yes,cranial nerve tumor and spinal cord tumor,"mouse is paralyzed with a partially closed left eye, upon necropsy there is an enlarged cranial nerve on both sides, which was only used for a cell line (T1). There was also a tumor found on the spinal cord (T2) also just used for cell line.",NA,NA,2021-05-28,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,110,1,1,0,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26069,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2021-01-26,NA,NA,2021-06-14,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26069-10,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,2x105,2ul,TVA+,2021-01-24,2021-06-09,2021-06-11,yes,no,"6/9/21 tumor noticed at base of spinal cord, found dead after probably having full paralysis, only fixed brain",NA,NA,2021-07-02,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,141,1,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
26137,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-02-02,NA,NA,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,26137-00,NF-1 Control,Tg/Tg,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-31,NA,NA,yes,no,"found dead, died up to 2 days ago, brain was a little mushy",NA,NA,2021-04-08,no,"small glioma on the bottom edge of the center section, there is some Ki67+, but pERK is negative, PTEN looks lower in the tumor, exclude from pERK quantification because it was found dead",yes,yes,yes,positive,yes,"negative, but mouse was FD",yes,1,64,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
26138,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-02-02,NA,NA,2021-06-04,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,26138-01,NF-1 Control,Tg/Tg,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-31,2021-06-01,NA,yes,head tumor?,"tumor noticed on head 6/1/21, sacked when tumor size approaced 2cm, mouse acted normal, upon necropsy skull appeared to be slightly ruptured with a very bloody and soft tumor growing from above the brain (used to make a cell line, and frozen), brain is very mishapen by the tumor, tumor was used for a cell line and frozen",NA,NA,2021-07-02,no,"high grade glioma at the top and center of all 3 sections, pallisading necrosis and vasculature, Ki67 has diverse regions of low and high, pERK was damaged in spots, PTEN looks low overall except for blood vessels and very distinct on and off areas within the tumor",yes,yes,yes,positive,yes,positive,yes,1,124,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26139,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-02-02,NA,NA,2021-05-05,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,26139-03,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-31,NA,2021-05-05,yes,neck tumors and cranial nerve tumor,"bloated looking due to gut full of gas, breathing heavy, enlarged masses around neck (T1) similar to 26067 (may be lymph nodes, might have missed these in previous mice) - these were fixed, frozen and used for a cell line, Also had a mushy mass under the brain (T2) which was used for a cell line",neck tumor,NA,2021-05-12,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,94,1,1,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
26140,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-02-02,NA,NA,2021-07-01,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,26140-10,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-31,NA,NA,yes,cranial nerve tumor,"mouse appeared normal prior to necropsy, brain was being pushed from a large tumor underneith that was attached to the base of the cranial cavity, possibly from a cranial nerve (right side), a photo was taken. Tumor was very firm and white looking, It was split 3 ways for freezing, cell line, and fixing. I included the tumor along with the brain in the same parafin block.",NA,NA,2021-07-02,cranial nerve tumor,"intracrannial tumor doesn't look like it is infiltrating, Ki67+, a little p-ERK+",yes,yes,NA,positive,NA,positive,NA,2,151,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26141,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2021-02-02,NA,NA,2021-05-17,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,26141-00,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-31,2021-05-17,2021-05-17,yes,cranial nerve tumor,"mouse had a domed head, was hunched over, not grooming, and breathing heavy, there was a massive tumor under the brain and attached to the base of the cranial cavity, froze portion of tumor and used for cell line.",NA,NA,2021-05-28,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,106,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
26142,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2021-02-02,NA,NA,2021-04-29,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,26142-01,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-31,NA,2021-04-26,yes,no,"starting to drag hind legs on 4/26/21, noticed left eye not fully open on 4/27/21, weeker and more emanciated than the cagemates so sacked before I find it dead, nothing abnormal noticed upon necropsy",NA,NA,2021-05-03,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,88,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
26143,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2021-02-02,NA,NA,2021-06-23,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,26143-03,NF-1 Control,Tg/+,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-31,NA,2021-06-23,yes,no,"mouse looked very puffy, wasn't moving around too much and breathing slowly, looked sick, upon necropsy, brain was abnormally white looking, sort of stuck to one side of the skull too",NA,NA,2021-07-02,no,"low grade glioma in all sections, lots of variability in Ki67 and pERK, PTEN has clear off regions",yes,yes,yes,positive,yes,positive,yes,1,143,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
26274,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-02-21,NA,NA,2021-05-26,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26274-00,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-02-19,2021-05-26,NA,yes,spine tumor,"tumor noticed on base of spine, no other symptom or abnormality observed after necropsy, part of tumor was fixed, part was used for a cell line, and part was frozen",spine tumor,NA,2021-05-28,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,96,1,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26275,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-02-21,NA,NA,2021-05-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26275-01,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-02-19,NA,2021-05-05,yes,no,"hunched, emanciated, partial paralysis, brain looked a little puffy",NA,NA,2021-05-12,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,75,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
26276,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-02-21,NA,NA,2021-05-17,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26276-03,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-02-19,2021-05-10,2021-05-10,yes,head tumor and spine tumor,"tumor observable on the base of spine (T1), mouse is showing partial paralysis in hind legs, also small head tumor developing (T2), froze and made cell lines of each tumor and fixed part of T1.",spine tumor,NA,2021-05-28,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,87,1,1,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26277,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-02-21,NA,NA,2021-05-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26277-10,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-02-19,NA,2021-05-05,yes,no,"hunched back, becoming paralyzed, brain looked a little puffy with a possible whiter section on the bottom",NA,NA,2021-05-12,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,75,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26278,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-02-21,NA,NA,2021-04-23,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26278-30,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-02-19,NA,2021-04-23,yes,no,"partially paralyzed on hind legs, so sacked before the weekend, nothing abnormal obversed upon necropsy",NA,NA,2021-05-03,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,63,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26279,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-02-21,NA,NA,2021-04-13,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26279-11,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-02-19,2021-04-13,NA,yes,head tumor,"head tumor observed, so sacked before it got too big, made cell line with it, froze a piece and fixed it. Tumor was first observed within 5 days of 4/13, but exact date was not recorded.",no,NA,2021-04-19,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,53,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26280,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2021-02-21,NA,NA,2021-05-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26280-00,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-02-19,NA,2021-05-05,yes,cranial nerve,"mouse was bloated and looks like it is full of gas, there was an enlarged cranial nerve that was just kept for making a cell line with",NA,NA,2021-05-12,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,75,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
26281,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2021-02-21,NA,NA,2021-05-19,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26281-01,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-02-19,NA,2021-05-19,yes,cranial nerve tumor,"partially paralyzed on hind legs, mass observed on base of cranial cavity between the cranial nerves, used for a cell line, brain may have looked a little puffy",NA,NA,2021-05-28,no,"possible tumor present on base of front section of the brain, Sheri says tumor cells on outside of brain starting to infiltrate",yes,yes,NA,NA,NA,NA,NA,NA,89,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26282,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2021-02-21,NA,NA,2021-05-14,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26282-03,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-02-19,NA,2021-05-14,yes,no,"mouse was paralyzed, but nothing looked abnormal after necropsy",NA,NA,2021-05-28,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,84,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26305,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2021-02-21,NA,NA,2021-05-10,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26305-00,NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-02-21,NA,2021-05-10,yes,cranial nerve tumor,"mouse was hunched over, not moving much, and looked emanciated/sick, upon necropsy there was a large tumor under the brain that was not attached to the brain, but it was difficult to remove from the bottom of the cranial cavity, this is possibly growing from the left cranial nerve",cranial nerve tumor,NA,2021-05-12,no,"no glioma observable, but head tumor is there, Sheri says the head tumors look similar to melanomas",yes,yes,NA,NA,NA,NA,NA,NA,78,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
26306,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2021-02-21,NA,NA,2021-06-16,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26306-00,NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-02-21,NA,2021-06-09,yes,cranial nerve tumor,"starting to drag hind legs on 6/9/21, on 6/16 mouse was breathing heavy and looked scruffy, sacked in order to not find dead, enlarged cranial nerve on right side with a mass around it was used to make a cell line with",brain,NA,2021-07-02,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,2,115,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
